id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
285,3.862043e-30,2.520623e-32,8.567389e-14,1.6840834e-22,2.519324e-33,8.5500234e-32,1.5137534e-31,2.6186806e-35,2.48251e-32,3.4144917e-35,1.7573566e-18,3.2137984e-38,1.4135779e-35,1.5009194e-31,1.1004972e-34,2.95022e-28,5.9751994e-36,1.68154e-31,9.704942e-25,4.0309428e-24,1.7608219e-30,7.8117696e-19,3.950325e-31,5.9049135e-20,2.304319e-23,3.388624e-24,9.341528e-31,1.4657218e-21,2.9238423e-23,5.5562863e-18,2.3085998e-19,1.8939446e-20,1.2421711e-17,1.1443945e-31,3.3434034e-15,9.20039e-30,5.9062786e-23,4.0179098e-16,9.996684e-23,2.0172346e-25,2.3977482e-24,7.0225947e-34,4.1930414e-14,1.5801596e-25,1.3147052e-16,8.029445e-21,8.712719e-29,4.0361184e-36,7.963431e-37,1.5746667e-24,5.6365116e-26,5.640752e-25,1.2456518e-28,2.2100346e-35,2.4728444e-22,1.2226172e-20,3.49496e-26,9.858511e-20,1.919276e-28,2.674263e-21,1.4977915e-30,1.4882674e-13,9.0211696e-29,5.8693424e-27,1.8597128e-23,1.2480531e-29,9.590077e-26,3.0993804e-16,3.0033556e-10,3.864327e-15,5.7091275e-21,1.2251428e-28,5.6916008e-21,7.4729033e-23,5.0060275e-35,2.8916788e-28,9.672205e-23,4.1427203e-22,8.355321e-29,4.8753897e-26,4.275451e-28,4.1337466e-18,2.7998509e-18,2.2590951e-30,1.4345129e-21,4.0855804e-21,6.871842e-24,5.310906e-21,1.4631253e-27,5.392826e-31,1.0,1.3934941e-29,1.8552065e-23,3.3537332e-25,1.5964787e-22,4.363988e-27,2.251283e-23,1.8767537e-22,6.7900076e-28
287,0.0,0.0,0.0,9.963164e-34,0.0,0.0,2.1202518e-27,2.5008958e-37,1.2325788e-33,0.0,4.6072817e-36,8.360985e-24,2.7618412e-34,2.1807798e-29,4.3731446e-31,3.6482925e-35,6.5578106e-38,3.4798426e-21,2.0079848e-23,0.0,5.2473373e-18,0.0,4.6436254e-38,1.288012e-25,2.4279376e-24,1.0362354e-31,1.8629898e-34,3.0876885e-29,2.9178453e-32,5.4384815e-31,0.0,8.465438e-34,0.0,1.961704e-21,0.0,0.0,1.0341493e-33,0.0,2.9069228e-33,4.2544874e-24,1.1757004e-32,7.5218697e-37,0.0,4.648697e-22,2.386065e-27,4.1491385e-38,0.0,0.0,1.4130505e-26,0.0,3.263361e-31,0.0,2.2148518e-29,0.0,9.002019e-37,0.0,0.0,9.876e-30,2.8657152e-23,0.0,0.9999999,0.0,1.018406e-21,0.0,0.0,1.6363829e-31,7.909451e-29,0.0,0.0,0.0,0.0,0.0,0.0,5.549404e-32,1.5685521e-38,0.0,3.8465034e-29,0.0,0.0,7.342592e-27,8.3720125e-35,0.0,0.0,0.0,0.0,4.965149e-38,4.1680336e-30,0.0,0.0,3.9236616e-26,1.2982299e-37,1.150146e-07,6.668141e-33,9.998671e-37,0.0,3.8548664e-19,0.0,9.467238e-22,2.4116416e-27
292,0.0,0.0,0.0,0.0,0.0,0.0,6.3399293e-28,5.9163765e-32,0.0,0.0,8.36914e-35,7.485655e-31,2.4945834e-26,7.1007455e-33,3.1145526e-30,0.0,0.0,1.0,0.0,4.159331e-37,0.0,0.0,0.0,2.186743e-38,8.96198e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7394986e-37,0.0,5.9906935e-37,0.0,0.0,1.1270063e-36,0.0,1.2094928e-37,3.8522269e-31,3.9462932e-36,0.0,5.10292e-25,6.028533e-25,0.0,0.0,0.0,1.0393934e-26,0.0,0.0,0.0,0.0,2.041875e-20,4.1027354e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.570239e-35,0.0,0.0,2.5524792e-30,1.3728221e-36,3.657621e-32,0.0,0.0,0.0,0.0,1.4201391e-28,0.0,0.0,5.6364386e-29,0.0,8.3678057e-26,0.0,0.0,3.628833e-35,2.598098e-32,0.0,0.0,0.0
293,5.447333e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.4474455e-38,4.2678015e-31,1.841191e-30,6.055135e-31,0.0,3.900011e-33,0.0,6.3461236e-28,0.0,3.0444272e-28,0.0,1.7505275e-38,1.0525712e-36,9.37092e-27,0.0,0.0,0.0,0.0,0.0,2.3638828e-23,9.831976e-24,0.0,0.0,0.0,8.9800166e-26,1.6831975e-29,1.2585729e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0797134e-32,1.15643795e-36,0.0,5.301216e-34,0.0,1.8291378e-28,0.0,3.5274164e-32,2.6760224e-33,3.0735742e-37,1.1076845e-23,0.0,0.0,3.420986e-19,0.0,4.649247e-22,0.0,3.6959713e-30,0.0,0.0,1.1654698e-33,0.0,2.4320041e-34,1.7960976e-09,1.3229923e-22,3.3900994e-38,0.0,0.0,0.0,0.0,0.0,4.307218e-31,0.0,9.1185574e-23,1.0,8.583394e-31,0.0,1.1590115e-23,0.0,1.8204689e-38,1.2505112e-38,2.1379735e-35,4.6742115e-12,1.9760325e-23,0.0,0.0,0.0,9.500363e-25,1.0058208e-34,0.0,6.750694e-37,0.0,0.0,0.0,0.0,0.0,6.435298e-36,5.8681677e-38
295,0.0,0.0,3.1180372e-29,6.4655076e-38,0.0,0.0,0.0,0.0,0.0,0.0,6.477871e-32,0.0,0.0,0.0,1.209013e-37,4.5825072e-32,1.5246489e-38,0.0,1.6604848e-32,0.0,2.0843772e-38,1.1710557e-30,0.0,1.9932621e-32,4.24292e-37,3.1232514e-29,2.078832e-33,1.0,1.3642483e-31,0.0,3.201649e-37,7.4183555e-27,1.5849139e-36,1.7624946e-38,3.6300064e-22,0.0,9.148205e-31,0.0,2.808577e-35,3.9443057e-29,3.503119e-24,1.7850046e-32,7.5873424e-23,1.2559558e-24,2.0729408e-25,1.2663624e-38,1.6779627e-33,0.0,0.0,0.0,1.350245e-21,3.2718908e-29,2.9807154e-37,0.0,1.4854185e-34,0.0,1.9159262e-35,2.8076394e-24,1.7792378e-19,1.3729209e-37,2.338999e-24,7.1523886e-28,2.6554411e-25,0.0,8.039937e-26,0.0,3.2070952e-18,7.7866514e-36,1.7228356e-31,0.0,0.0,0.0,2.6459586e-31,1.2873202e-24,0.0,4.4701027e-27,9.459939e-31,8.5779645e-15,7.791762e-36,0.0,0.0,2.002771e-20,1.4371222e-33,2.2567035e-20,1.6069483e-33,0.0,2.280862e-32,8.6765565e-24,1.8933426e-30,6.930686e-30,3.4314175e-33,2.991044e-31,0.0,0.0,0.0,4.1391924e-32,6.627885e-21,2.0293604e-17,1.6431295e-27
296,0.0,0.0,8.078571e-36,3.8394215e-30,0.0,5.625466e-35,0.0,0.0,6.695545e-32,0.0,3.2776473e-23,0.0,4.768102e-27,0.0,4.8179243e-35,0.0,7.172524e-36,6.6033264e-37,0.0,1.2334137e-37,1.6061272e-33,1.1685034e-37,1.2795286e-35,1.8058886e-38,0.0,0.0,1.3351154e-28,4.0345074e-26,4.78566e-38,0.0,0.0,7.211282e-23,4.8611283e-33,1.4153801e-35,1.1796966e-21,4.8757204e-35,2.8859867e-32,6.535171e-35,1.0414631e-30,1.1551946e-36,1.12152755e-32,8.37978e-27,1.5541956e-26,0.0,1.2339082e-29,9.023824e-28,5.3024374e-16,0.0,0.0,4.5262086e-36,1.3240128e-21,1.0,2.4369098e-32,0.0,3.112717e-34,5.2187133e-25,8.529591e-26,0.0,9.853681e-31,1.2992645e-31,0.0,9.6331766e-30,1.1002896e-30,1.575098e-33,1.2544692e-20,0.0,9.7092486e-30,0.0,0.0,2.5867678e-37,0.0,0.0,1.1921864e-30,0.0,2.9047624e-25,1.3486952e-29,9.70614e-37,1.4495969e-28,2.30762e-21,9.2252913e-26,1.0608404e-33,3.0985717e-34,3.4708402e-29,5.6963633e-19,9.2489985e-20,0.0,0.0,2.8983625e-34,2.5615533e-28,0.0,3.3483062e-29,1.5575926e-31,0.0,4.1623287e-38,3.8050993e-37,0.0,5.193081e-38,9.829128e-31,0.0
297,4.4780384e-21,8.414746e-24,5.302765e-16,7.4805274e-22,1.5417638e-22,1.1491294e-22,3.1749726e-26,3.3782462e-07,6.9685236e-22,1.988489e-22,3.8258047e-19,7.8158975e-13,4.9988547e-28,5.123383e-14,8.000848e-17,3.0895273e-15,5.285167e-19,5.7493794e-13,9.966108e-17,2.4422738e-23,5.885876e-14,2.5026115e-14,1.063312e-19,4.2600275e-17,3.9369887e-21,2.0735053e-16,1.0468406e-12,3.5914246e-13,3.414036e-10,1.0334826e-20,1.2146292e-24,0.9969764,3.0287734e-17,2.2386015e-08,3.3534397e-26,1.4072691e-18,3.497648e-12,1.6065131e-27,2.375043e-19,1.0758744e-12,2.8934552e-22,3.4328697e-20,7.7653364e-19,6.04124e-19,3.2165678e-07,6.152757e-20,1.8512562e-15,4.0426135e-26,4.5158604e-15,2.5040858e-11,2.1104877e-21,7.8268715e-18,2.1443704e-20,1.5216807e-23,2.6046476e-18,1.1413954e-24,3.7648576e-13,1.00637536e-13,1.5307779e-19,1.0757078e-24,2.0599423e-11,2.213246e-24,2.9970103e-22,1.9108255e-20,3.2560614e-14,6.238699e-14,1.2794687e-12,4.1192253e-23,4.8336353e-18,3.7836076e-22,1.3425858e-24,4.0585153e-25,1.4176042e-13,1.2561077e-20,1.9069442e-09,1.6334126e-12,1.06748295e-17,8.8676925e-17,8.199596e-22,1.6609995e-24,8.879649e-23,2.3319657e-21,1.047303e-25,5.932597e-13,3.793087e-15,8.377951e-30,4.8866113e-11,3.5786026e-21,0.00302277,1.53749e-12,1.3030614e-25,1.8555673e-17,1.309331e-12,5.607995e-17,2.142903e-16,5.057729e-14,5.678279e-32,1.1224778e-07,1.7352456e-21
299,1.794229e-38,2.3178057e-32,8.904346e-21,1.1922385e-34,0.0,5.0245525e-33,1.3073711e-27,0.0,8.984983e-34,0.0,0.0,0.0,0.0,0.0,0.0,2.4460154e-27,4.796997e-36,5.179413e-37,1.1601406e-36,0.0,2.3082123e-19,6.8442543e-28,0.0,3.2090426e-17,2.155956e-30,1.3785219e-20,7.670919e-32,2.0477361e-32,3.004584e-31,3.5629448e-31,6.5067845e-36,6.04457e-22,8.2797373e-38,6.794101e-28,6.665974e-27,0.0,1.9899993e-28,2.1882867e-23,9.909097e-15,1.0,3.744558e-25,1.4572611e-33,0.0,9.025114e-32,0.0,1.9566635e-32,0.0,8.275803e-35,0.0,0.0,3.2468573e-32,4.375201e-37,0.0,0.0,1.1632803e-25,0.0,0.0,2.0358255e-26,4.7385523e-32,4.5579357e-35,8.0660406e-28,1.1724109e-36,3.5680052e-38,8.580486e-37,0.0,1.2247222e-28,4.074386e-38,0.0,3.026236e-36,6.658714e-32,0.0,2.956311e-38,2.7803828e-34,0.0,0.0,0.0,6.815252e-22,0.0,4.3115965e-36,1.028361e-36,0.0,6.5629453e-37,6.4527573e-34,0.0,1.5256973e-29,1.2105319e-36,2.6958208e-38,5.177667e-25,0.0,5.4635113e-26,4.774089e-35,0.0,0.0,0.0,3.7572937e-32,0.0,6.8609335e-35,1.2348717e-32,1.3598291e-35
300,5.404021e-16,0.0,1.1218976e-18,7.6390086e-35,0.0,1.9133161e-35,9.811503e-32,0.0,1.2201821e-37,1.3150313e-28,1.1435818e-30,6.187263e-38,9.729199e-34,3.5797413e-29,6.743298e-37,1.852646e-28,0.0,1.8770662e-37,1.031765e-31,1.5055418e-35,7.279939e-20,5.877346e-30,1.8371042e-16,0.12911893,0.8708811,7.2116406e-35,6.934014e-36,0.0,4.525803e-22,3.4592625e-18,3.6189743e-26,4.5169192e-30,0.0,3.5854347e-32,6.348307e-24,4.4429776e-36,3.5499953e-32,1.3335048e-21,1.5241575e-09,5.0000103e-27,2.0636532e-31,0.0,1.3174231e-33,1.18170796e-29,9.234409e-31,3.4332373e-38,1.2618449e-34,7.860881e-32,5.2540836e-32,2.1488912e-38,0.0,1.5913447e-37,3.245949e-32,3.522297e-27,8.509051e-16,3.1129145e-34,2.0278037e-38,2.7378563e-35,0.0,7.593451e-28,1.5939429e-32,5.465954e-22,2.9619455e-34,0.0,1.557725e-26,5.3950626e-23,0.0,9.252665e-33,3.6309765e-19,2.235908e-31,3.6376502e-16,1.3223658e-28,4.795283e-31,2.8583987e-29,5.008146e-33,3.141268e-35,4.2602225e-28,0.0,0.0,1.6286776e-23,9.711181e-26,4.9660807e-34,1.446364e-35,0.0,0.0,1.164454e-27,1.9303077e-37,7.3461295e-30,1.7925309e-37,0.0,4.018462e-28,1.031943e-37,1.1946072e-29,7.4280893e-26,0.0,2.2986795e-38,1.9468682e-19,1.3458779e-35,2.1965144e-22
301,1.5770161e-28,1.1144854e-29,2.0514393e-15,3.7050287e-28,1.0862122e-22,4.336565e-26,9.235645e-21,7.6999406e-28,1.7634584e-31,1.4433109e-25,9.9737625e-24,1.0734423e-23,3.2844325e-25,5.76499e-27,1.2847837e-27,1.2527103e-14,3.9381633e-36,1.595681e-25,4.5050722e-24,3.521263e-25,6.9281657e-13,5.5380295e-19,1.414251e-13,2.372783e-06,0.9999976,4.7390785e-19,2.8293733e-31,7.7863776e-33,2.77356e-11,1.316619e-09,7.653864e-16,4.3015738e-17,6.040217e-31,1.57525e-11,1.3595464e-19,2.6640429e-22,5.561566e-21,5.2396315e-23,1.4024513e-12,4.2174573e-13,3.235639e-22,7.715646e-27,2.352415e-32,9.076516e-29,1.7978586e-20,1.0054317e-25,8.0377037e-20,6.8815567e-32,9.926176e-22,9.5773126e-30,2.2965822e-23,1.1071473e-27,6.9128526e-21,5.326937e-23,3.2148634e-08,8.979123e-22,2.2055196e-31,4.7878425e-22,6.799087e-36,9.962611e-26,5.6730066e-15,1.3075309e-22,4.795711e-26,3.8100277e-30,1.16146255e-20,5.6607275e-15,5.4896414e-23,3.037191e-22,9.927131e-13,8.277461e-34,3.816281e-12,4.1548067e-27,4.5227103e-29,1.8804868e-18,8.0072636e-25,7.553121e-26,1.4072097e-20,1.6636437e-33,2.3907834e-31,1.3453448e-17,1.7882572e-18,7.7683373e-26,4.7522624e-32,7.3682747e-35,2.0357813e-34,8.0403785e-26,2.4610859e-21,1.00781634e-25,1.8231453e-25,1.11591736e-32,1.7029866e-24,1.5918637e-24,2.2811546e-15,1.1377743e-18,6.5537366e-33,2.8623137e-36,3.3127316e-25,9.662916e-25,4.553657e-13
305,2.4089331e-24,2.6379402e-28,1.0,1.7158588e-29,4.5225244e-32,8.5357955e-29,1.964138e-21,1.0402754e-31,3.8676827e-26,1.7729211e-29,2.2368485e-32,6.619395e-36,7.448138e-32,0.0,9.7154535e-34,2.1007124e-20,1.242578e-33,8.329599e-31,2.6489768e-32,1.9554715e-30,9.215595e-16,1.5965108e-20,0.0,3.569191e-11,5.961695e-22,6.380543e-21,1.6478481e-29,2.0833246e-26,1.494246e-17,7.546388e-29,1.6860636e-29,1.4437035e-20,1.376244e-24,1.6814588e-21,1.7394889e-14,1.205669e-30,2.0469733e-22,5.031579e-23,6.576868e-18,9.076448e-11,5.4788857e-21,3.2264457e-26,3.851111e-23,7.444324e-34,5.039721e-24,1.3468491e-22,3.0591896e-35,2.0828893e-32,1.6677071e-34,4.7045066e-34,6.265117e-26,2.1116052e-29,1.3710201e-31,0.0,3.1505384e-19,1.5706734e-36,1.7959857e-34,4.2453097e-25,2.7544076e-23,4.577735e-18,1.5899327e-30,3.4326953e-21,6.251889e-34,4.481347e-30,2.1860557e-26,1.1410816e-16,1.1044527e-30,0.0,1.2487154e-21,1.6181822e-24,1.8010778e-25,1.5474483e-30,8.951472e-23,2.6035003e-28,4.509855e-35,1.3432308e-31,3.1613333e-14,2.8042212e-34,6.58896e-29,2.1489116e-22,7.0814385e-31,1.2615614e-21,4.0656624e-22,3.515005e-32,2.0600668e-26,3.84727e-20,2.5198347e-32,8.877112e-21,1.8792272e-35,4.3109276e-26,4.7402966e-21,3.207181e-33,6.9293188e-28,6.0246694e-33,1.3392965e-23,2.4435724e-34,6.7600003e-21,1.9762611e-28,3.4275592e-25
308,7.4470112e-37,1.0255357e-30,0.0,1.8648671e-34,0.0,0.0,0.0,0.0,5.3984136e-35,2.8962124e-38,0.0,0.0,2.3432268e-21,0.0,6.7182135e-32,0.0,5.1043514e-36,0.0,0.0,2.007129e-29,7.271186e-33,6.298589e-35,0.0,0.0,0.0,0.0,2.6816292e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2623069e-37,0.0,4.287996e-35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6482735e-38,2.1636611e-36,6.3947244e-36,2.9143513e-18,0.0,4.365397e-30,3.991062e-35,0.0,0.0,5.2361102e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7081473e-35,4.7035377e-34,9.8665575e-36,0.0,0.0,1.3334751e-30,0.0,0.0,0.0,2.8785607e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4974145e-30,0.0,1.4851997e-31,5.7041104e-32,0.0,0.0,0.0,1.369909e-35
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3827284e-35,2.6105187e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6123043e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0691584e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0411376e-37,0.0,3.7283793e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2919335e-29,1.0063734e-34,2.684e-38,0.0,0.0,5.5486738e-36,0.0,6.9888844e-37,9.233201e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5837265e-25,0.0,0.0
313,2.3407198e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.136947e-37,0.0,0.0,0.0,1.3447412e-34,1.3648288e-27,1.0,0.0,0.0,0.0,1.3872056e-34,2.1774867e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9397906e-29,0.0,0.0,0.0,0.0,7.242303e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0510211e-31,0.0,0.0,0.0,0.0,0.0,0.0,4.864383e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.0599332e-35,0.0,7.091309e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.776723e-38
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5959383e-36,0.0,0.0,0.0,1.3569422e-36,9.4453834e-36,0.0,0.0,0.0,4.901852e-26,0.0,2.2735174e-28,0.0,0.0,0.0,3.5246025e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706118e-30,0.0,0.0,0.0,3.3253654e-31,7.827714e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.024943e-35,0.0,0.0,0.0,3.5295393e-34,0.0,0.0,0.0,0.0,0.0,1.442321e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0933239e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001969e-35,0.0,0.0,3.7883606e-35,0.0,0.0,0.0,3.0419205e-35,0.0,1.0,0.0
318,0.0,2.8357745e-25,3.4332888e-26,5.4579277e-26,1.8328301e-23,7.4581205e-31,5.80541e-20,1.2100224e-31,4.194049e-29,3.2430163e-34,1.0828003e-32,2.1181015e-27,2.5632994e-38,9.586153e-28,1.7604271e-28,2.5609178e-13,0.0,1.9854823e-33,8.186376e-28,7.6919044e-23,1.5010142e-34,1.5763705e-20,2.7240994e-19,2.2350054e-25,3.047316e-23,3.4691066e-21,1.0676073e-34,4.9802322e-37,1.16254775e-07,0.9999999,1.5847622e-14,2.8992343e-35,4.647453e-23,2.5079758e-29,3.7504285e-20,3.367998e-35,1.9986123e-19,6.014918e-15,3.7118746e-18,8.625845e-21,4.418774e-23,0.0,1.5769567e-24,1.258341e-36,1.3767969e-29,9.141416e-28,5.743305e-31,6.28075e-31,0.0,1.2854989e-25,2.201665e-32,1.4592762e-31,9.9788904e-23,2.0485577e-38,2.1621879e-25,4.558077e-19,5.2664887e-33,3.2818358e-17,0.0,3.9868396e-31,1.8917376e-32,1.6153573e-24,2.919292e-25,7.902105e-26,2.7112423e-28,1.824986e-33,1.3981487e-20,5.6423538e-14,3.4445197e-25,4.3231521e-16,3.840662e-17,9.340897e-36,2.2957034e-15,1.00336986e-23,0.0,7.65626e-35,1.5802603e-27,5.5982706e-30,7.560393e-36,5.2471042e-23,7.7790654e-32,3.3911338e-23,1.7895878e-30,0.0,4.114359e-28,6.624936e-33,3.0851718e-27,1.8880191e-23,1.2117592e-31,2.2685804e-27,3.0310335e-19,1.5390416e-30,5.434121e-18,2.3019343e-26,5.685346e-30,2.399035e-34,4.5167357e-30,0.0,1.2101588e-27
320,1.3858653e-37,2.796325e-28,1.810791e-18,8.21611e-25,8.944338e-23,3.6366878e-29,1.416736e-20,8.997674e-34,5.807643e-29,9.905506e-30,3.249884e-30,9.5526285e-31,0.0,3.1554425e-36,1.1967039e-34,5.286644e-12,5.726399e-37,0.0,5.577145e-31,6.4009037e-27,2.5579157e-32,2.2939862e-24,1.040848e-29,1.2911894e-26,1.1196988e-23,8.797036e-24,1.1698772e-37,0.0,1.0,1.7051374e-11,5.7326367e-19,0.0,8.020249e-24,2.398669e-34,6.1032295e-24,7.234262e-30,2.0442879e-23,3.3221568e-24,5.311296e-19,5.9149428e-21,1.4367217e-26,0.0,7.816855e-22,3.276313e-36,4.1897734e-32,4.720938e-34,9.7596466e-36,2.0408692e-36,0.0,7.4012674e-31,7.737861e-34,1.9405841e-33,3.6173213e-27,0.0,1.9652881e-25,1.1691042e-24,1.6265321e-30,7.2352633e-28,0.0,7.929357e-30,1.1660645e-35,8.7109053e-26,4.043846e-33,8.0638335e-26,1.7950887e-26,4.0772633e-30,1.5437806e-23,1.2005999e-26,4.5669802e-30,6.300137e-17,9.0068375e-20,1.8393882e-36,1.9639256e-16,6.9449953e-25,0.0,2.8947795e-36,7.836688e-20,1.3850786e-36,5.200285e-35,2.7185983e-26,1.7453736e-30,2.383006e-22,2.2152576e-29,0.0,2.3005079e-30,1.738933e-31,1.116941e-34,5.5254733e-24,0.0,3.5806914e-20,2.3879356e-24,1.6039933e-37,1.9707885e-20,1.9644081e-28,1.0677703e-34,0.0,4.0646225e-30,0.0,5.215069e-26
332,2.5814067e-24,1.8943911e-32,2.2133982e-18,1.311454e-27,2.606319e-26,1.20957e-27,1.6165747e-31,9.770109e-25,1.9956029e-30,3.525238e-27,7.587594e-21,1.008398e-31,8.054036e-27,4.1804323e-21,1.7122307e-31,1.9698225e-27,2.2534909e-34,1.3021908e-21,2.9102816e-16,7.715716e-17,1.3389441e-26,1.3694551e-22,9.916118e-28,1.05179123e-19,1.6254711e-11,8.400981e-27,6.927182e-30,5.3595134e-29,1.2295028e-14,1.7358323e-18,6.9306072e-18,6.5832336e-24,4.1090096e-24,1.6854819e-28,4.127516e-24,2.860171e-31,3.7168326e-22,1.565042e-21,1.0898403e-14,5.861383e-28,1.7423912e-28,1.3978704e-32,9.576581e-23,2.938901e-21,1.224627e-19,2.4920777e-25,1.5871957e-23,2.3387758e-27,6.7177713e-22,1.3150647e-14,4.1661817e-22,1.4222293e-27,1.7424783e-20,3.993244e-21,4.7395375e-07,7.027813e-13,5.3445322e-20,8.211855e-19,1.927101e-34,2.0176148e-25,3.455172e-25,3.2363214e-09,1.091213e-29,1.8396989e-22,3.906844e-22,7.998886e-21,1.18186825e-23,9.483797e-17,0.99999774,1.7300041e-06,3.0023543e-16,1.2545089e-21,2.4763773e-23,9.52185e-19,2.3610944e-29,1.1489119e-21,4.145425e-17,6.519254e-25,4.11921e-32,9.017757e-26,8.939224e-18,5.3531956e-23,1.0198953e-24,3.6273315e-27,1.370054e-25,2.913408e-20,6.5095e-10,2.4455558e-17,2.3531506e-25,7.90698e-24,2.2863812e-12,1.109084e-26,7.6426494e-19,1.06368964e-20,2.7465087e-25,8.99469e-29,4.673992e-21,3.031905e-27,1.1718108e-18
